Recipe Name,Calories,Personal Points,Image URL,Recipe Keys,Summary,URL
Angel Hair Pasta with Shrimp and Tomato Cream Sauce,Cals:377,6,https://www.skinnytaste.com/wp-content/uploads/2010/01/Angel-Hair-with-Shrimp-and-Tomato-Sauce-6.jpg,"GF, HP, HF, Q","Angel hair pasta with shrimp and tomato sauce is made with a touch of cream, white wine and a hint of lemon. A quick weeknight dinner!",https://www.skinnytaste.com/angel-hair-with-shrimp-and-tomato-sauce/
7 Day Healthy Meal Plan (April 24-30),,,https://www.skinnytaste.com/wp-content/uploads/2023/04/Week_378_April-24_Apr-30.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping  list.All recipesinclude macros and Weight Watchers points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-april-24-30/
Lasagna Roll Ups With Cottage Cheese,Cals:462,11,https://www.skinnytaste.com/wp-content/uploads/2023/04/Cottage-Cheese-Lasagna-Rolls-9.jpg,"GF, HP, V","These easy, delicious, high-protein Cottage Cheese Lasagna Roll Ups are vegetarian and perfect weeknight dinners.",https://www.skinnytaste.com/lasagna-roll-ups-with-cottage-cheese/
Air Fryer Salmon Patties,Cals:314,4,https://www.skinnytaste.com/wp-content/uploads/2023/04/Air-Fryer-Salmon-Patties-4.jpg,"AF, DF, GF, HP, MP",These Air Fryer Salmon Patties are great for using leftover salmon or canned salmon and turning it into something delicious.,https://www.skinnytaste.com/air-fryer-salmon-patties/
Mexican Shrimp Cobb Salad,Cals:267.5,3,https://www.skinnytaste.com/wp-content/uploads/2011/07/Mexican-Cobb-Salad-1-4.jpg,"GF, HF, Q","Mexican Shrimp Cobb Salad is a beautifully layered salad with shrimp, avocados,grilled corn, black bean salsa, cucumbers, tomatoes and cheese.",https://www.skinnytaste.com/mexican-shrimp-cobb-salad/
Fiesta Bean Salad,Cals:335,3,https://www.skinnytaste.com/wp-content/uploads/2013/04/Fiesta-Bean-Salad-7.jpg,"DF, GF, HF, Q, V","Fiesta Bean Salad is made with black beans, chick peas, tomatoes, cilantro and avocado tossed with a cumin-lime vinaigrette.",https://www.skinnytaste.com/fiesta-bean-salad/
Roasted Strawberry Almond Flour Muffins,Cals:164,6,https://www.skinnytaste.com/wp-content/uploads/2023/04/Roasted-Strawberry-Almond-Flour-Muffins-8.jpg,"GF, KF, V","These gluten-free Roasted Strawberry Almond Flour Muffins are delicious and light, made with Greek yogurt, oat flour, and almond flour.",https://www.skinnytaste.com/roasted-strawberry-almond-flour-muffins/
Roasted Mushrooms with Parmesan,Cals:120,3,https://www.skinnytaste.com/wp-content/uploads/2023/04/Roasted-Mushroom-Medley-with-Parmesan-5.jpg,"GF, LC, Q, V",These easy oven roasted mushrooms can be made with any variety of mushrooms – just make sure to keep the slices a similar size so they roast evenly.,https://www.skinnytaste.com/roasted-mushrooms/
7 Day Healthy Meal Plan (April 17-23),,,https://www.skinnytaste.com/wp-content/uploads/2023/04/Week_377_April-17_Apr-23.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping  list.All recipesinclude macros and Weight Watchers points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-april-17-23/
Ground Beef and Broccoli Stir Fry,Cals:327,3,https://www.skinnytaste.com/wp-content/uploads/2023/04/Ground-Beef-and-Broccoli-7.jpg,"DF, HP, HF",This easy Ground Beef and Broccoli stir-fry is perfect when you need a quick weeknight dinner!,https://www.skinnytaste.com/ground-beef-and-broccoli-stir-fry/
7 Day Healthy Meal Plan (May 1-7),,,https://www.skinnytaste.com/wp-content/uploads/2023/04/Week_379_May-1_May-7.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping  list.All recipesincludemacrosand Weight Watchers points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-may-1-7/
Chicken Satay with Spicy Peanut Sauce,Cals:265,4,https://www.skinnytaste.com/wp-content/uploads/2016/06/Grilled-Chicken-Satay-9.jpg,"DF, GF, HP, LC","These easy, flavorful Thai-inspired chicken satay skewers are marinated in coconut milk and spices and then grilled and served with a delicious spicy peanut sauce for dipping.",https://www.skinnytaste.com/grilled-chicken-satay-with-spicy-peanut-sauce/
Open Faced Tuna Sandwich with Avocado,Cals:247,3,https://www.skinnytaste.com/wp-content/uploads/2019/01/Open-Faced-Tuna-Sandwich-7.jpg,"DF, GF, HF, Q",My favorite way to make a tuna sandwich is open-faced with a veggie-loaded tuna salad topped with avocado and sprouts. A quick and easy healthylunch idea.,https://www.skinnytaste.com/open-faced-tuna-sandwich-with-avocado/
Green Smoothie Bowl,Cals:404,7,https://www.skinnytaste.com/wp-content/uploads/2023/04/Green-Smoothie-Bowl-6.jpg,"DF, FM, GF, HF, KF, Q, V",This easy Green Smoothie Bowl is a tasty and nutritious breakfast that’s customizable and packed with healthy ingredients that will keep you feeling great all morning!,https://www.skinnytaste.com/green-smoothie-bowl/
Ropa Vieja,Cals:350,2,https://www.skinnytaste.com/wp-content/uploads/2023/03/Instant-Pot-Ropa-Vieja-10.jpg,"DF, GF, HP, LC, PC","Ropa Vieja is a Cuban dish made with shredded beef that has been slowly cooked with onions, peppers, olives, tomato sauce, and spices like cumin and oregano.",https://www.skinnytaste.com/ropa-vieja/
How To Make a Colorful Crudite Platter,,,https://www.skinnytaste.com/wp-content/uploads/2023/04/ColorfulCruditesFull.jpg,"Q, V","If you want to make a crudités platter like the pros, then look no further! This step-by-step tutorial will help you create the perfect crudités platter for your next party.",https://www.skinnytaste.com/how-to-make-a-colorful-crudites-platter/
Carrot Cake Recipe with Cream Cheese Frosting,Cals:216,9,https://www.skinnytaste.com/wp-content/uploads/2010/03/Carrot-Cake-1-3.jpg,V,"Here's a super moist, Carrot Cake Recipe with Pineapples and Cream Cheese Frosting, perfect for Easter or anytime of the year.",https://www.skinnytaste.com/super-moist-carrot-cake-with-cream/
Artichoke Pie,Cals:229,7,https://www.skinnytaste.com/wp-content/uploads/2023/03/Artichoke-Pie-10.jpg,,"This 7-ingredient Artichoke Pie is so simple to make with frozen pie crust, canned artichoke hearts, eggs, sauteed onions and cheese.",https://www.skinnytaste.com/artichoke-pie/
7 Day Healthy Meal Plan (April 3-9),,,https://www.skinnytaste.com/wp-content/uploads/2023/03/Week_375_April-3_Apr-9.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping list.All recipesinclude macros and WW points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-april-3-9/
Air Fryer Rotisserie Chicken,,,https://www.skinnytaste.com/wp-content/uploads/2023/04/Rotisserie-Style-Air-Fryer-Whole-Chicken-8.jpg,"AF, DF, GF, HP, LC, W",Air Fryer Rotisserie Chicken comes out perfectly juicy with crispy golden skin that is ready to eat in under an hour!,https://www.skinnytaste.com/air-fryer-rotisserie-chicken/
Insanely Good Blueberry Oatmeal Muffins,Cals:127,4,https://www.skinnytaste.com/wp-content/uploads/2012/03/Blueberry-Oatmeal-Muffins-10.jpg,"DF, FM, KF, V","These Blueberry Oatmeal Muffins are insanely good! Hard to believe they are light. Think baked oatmeal, but in the form of a muffin!",https://www.skinnytaste.com/insanely-good-blueberry-oatmeal-muffins/
Roasted Carrots,Cals:106,2,https://www.skinnytaste.com/wp-content/uploads/2022/12/Herb-Roasted-Carrots-1-6.jpg,"DF, GF, HF, V, W","This easy Herb Roasted Carrots recipe bake in the oven with garlic, thyme, and parsley. They’re a healthy side dish that goes well with any protein, like roasted chicken or turkey.",https://www.skinnytaste.com/herb-roasted-carrots/
Vegetable Lo Mein,Cals:354,9,https://www.skinnytaste.com/wp-content/uploads/2023/04/20-Minute-Lo-Mein-7.jpg,"DF, GF, HF, MP, Q, V",This 20-Minute Veggie Lo Mein Bowl is perfect if you need a quick and healthy vegetarian dinner idea!,https://www.skinnytaste.com/20-minute-veggie-lo-mein-bowl/
7 Day Healthy Meal Plan (April 10-16),,,https://www.skinnytaste.com/wp-content/uploads/2023/04/meal-plan-new.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping  list.All recipesinclude macros and Weight Watchers points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-april-10-16/
Italian Sub Broccoli Salad,Cals:373,9,https://www.skinnytaste.com/wp-content/uploads/2023/03/Italian-Sub-Broccoli-Spoon-Salad-6.jpg,"GF, HP, HF, MP, Q","A flavorful make-ahead lunch, this Italian sub broccoli salad is loaded with your favorite Italian hero fillings, like salami, ham, turkey, pepperoncini, mozzarella, and provolone!",https://www.skinnytaste.com/italian-sub-broccoli-salad/
Ground Turkey with Potatoes and Spring Peas,Cals:209,0,https://www.skinnytaste.com/wp-content/uploads/2011/05/Ground-Turkey-with-Potatoes_1-8.jpg,"DF, FM, GF, Q, W","Ground Turkey with Potatoes and Spring Peas, cumin and cilantro makes a quick and easy weeknight dinner.",https://www.skinnytaste.com/ground-turkey-with-potatoes-and-peas/
Baked Shrimp Parmesan Hero,Cals:433,11,https://www.skinnytaste.com/wp-content/uploads/2011/09/Shrimp-Parmigiana-Hero-9.jpg,"GF, Q","This Shrimp Parmigiana Hero is lightened up by baking the shrimp instead of frying. I also like to scoop out some of the bread, it's delish!",https://www.skinnytaste.com/shrimp-parmigiana-hero-lightened-up/
7 Day Healthy Meal Plan (March 26-April 2),,,https://www.skinnytaste.com/wp-content/uploads/2023/03/Week_374_Mar-27_Apr-2.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping list.All recipesinclude macros and WW points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-march-26-april-2/
Parmesan Asparagus Fries,Cals:110,5,https://www.skinnytaste.com/wp-content/uploads/2023/03/Parmesan-Asparagus-Fries-4.jpg,"AF, DF, GF, Q, V","These crisp, golden, and delicious Parmesan asparagus fries are a tasty way to eat your veggies! Bake them in the oven or make them in the air fryer!",https://www.skinnytaste.com/parmesan-asparagus-fries/
5-Ingredient Salmon Salad (easy lunch idea),Cals:139,1,https://www.skinnytaste.com/wp-content/uploads/2023/03/Salmon-Salad-7.jpg,"DF, GF, HP, LC, Q, W",Enjoy this healthy salmon salad loaded with omega-3s for lunch. You can use leftover salmon or poach it in the microwave 2 minutes!,https://www.skinnytaste.com/salmon-salad/
Broiled Tilapia Oreganata,Cals:219,2,https://www.skinnytaste.com/wp-content/uploads/2008/03/Broild-Tilapia-Oreganata-7.jpg,"GF, HP, LC, Q",Broiled Tilapia Oreganata is my favorite way to make tilapia when I'm craving fish for a quick weeknight meal.,https://www.skinnytaste.com/broiled-tilapia-oregan-5-points/
7 Day Healthy Meal Plan (March 20-26),,,https://www.skinnytaste.com/wp-content/uploads/2023/03/Week_373_Mar-20_Mar-26.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping list.All recipesinclude macros and WW points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-march-20-26/
Hash Brown Egg White Nests,Cals:134,1,https://www.skinnytaste.com/wp-content/uploads/2011/06/Hash-Brown-Egg-White-Nests-6.jpg,GF,"These tasty, protein-packed hash brown egg white nests are a great way to start your day off right, and an easy make-ahead breakfast!",https://www.skinnytaste.com/hash-brown-egg-white-nests/
Tofu Poke Bowl,Cals:520,7,https://www.skinnytaste.com/wp-content/uploads/2023/03/Tofu-Poke-Bowl-8.jpg,"DF, GF, HP, HF, MP, V","If you want a tasty plant-based dinner, you'll love these vegan Tofu Poke Bowls that replace tuna poke with tofu.",https://www.skinnytaste.com/tofu-poke-bowl/
Baked Salmon Cakes,Cals:87,3,https://www.skinnytaste.com/wp-content/uploads/2013/12/Baked-Salmon-Cakes-10.jpg,GF,"These healthy baked salmon cakes are perfect as an appetizer with myzesty avocado dressing, or make it a meal with salad, roasted veggies or rice on the side. A great way to use up leftover salmon!",https://www.skinnytaste.com/baked-salmon-cakes/
Broccoli Cheddar Soup,Cals:242,7,https://www.skinnytaste.com/wp-content/uploads/2023/03/Broccoli-Cheddar-Soup-5.jpg,"GF, V","This classic Broccoli Cheddar Soup recipe is a delicious, comforting soup that can be enjoyed year-round for lunch or dinner.",https://www.skinnytaste.com/broccoli-cheddar-soup/
Classic Chicken Salad,Cals:131,1,https://www.skinnytaste.com/wp-content/uploads/2008/07/Classic-Chicken-Salad-4.jpg,"DF, GF, HP, KF, LC, MP, Q","My quick and easy, classic chicken salad recipe made healthier and lighter to make the perfect homemade chicken salad sandwich. The perfect coldlunchfor meal prep!",https://www.skinnytaste.com/chicken-salad/
Turkey Shepherd’s Pie Stuffed Sweet Potato,Cals:401,1,https://www.skinnytaste.com/wp-content/uploads/2023/03/Shepherds-Pie-Stuffed-Sweet-Potato-7.jpg,"DF, GF, HP, HF, MP","Inspired by my Shepherd's Pie, I made an easy and healthy, loaded sweet potato topped with ground turkey shepherds pie filling – it came out great!",https://www.skinnytaste.com/turkey-shepherds-pie-stuffed-sweet-potato/
Filipino Chicken Adobo,Cals:175,1,https://www.skinnytaste.com/wp-content/uploads/2010/11/Filipino-Adobo-Chicken-1-4.jpg,"DF, GF, HP, LC","Filipino Chicken Adobo, the national dish of the Philippines is the most delicious chicken braised in vinegar, soy sauce and lots of garlic.",https://www.skinnytaste.com/filipino-adobo-chicken/
Linguini and Shrimp Fra Diavolo,Cals:385,7,https://www.skinnytaste.com/wp-content/uploads/2012/05/Linguine-and-Shrimp-Fra-Diavolo-5.jpg,"DF, GF, HF, Q","You'll love this spicy, Italian-American Shrimp Fra Diavolo served over linguini, perfect for seafood lovers!",https://www.skinnytaste.com/linguini-and-shrimp-fra-diavolo/
7 Day Healthy Meal Plan (March 13-19),,,https://www.skinnytaste.com/wp-content/uploads/2023/03/Week_372_Mar-13_Mar-19.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping list.All recipesinclude macros and WW points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-march-13-19/
11 Easy Lettuce Wraps,,,https://www.skinnytaste.com/wp-content/uploads/2023/03/easy-lettuce-wrap-recipes.png,LC,"Shrimp and lettuce go together perfectly. They’re a super refreshing pair. This recipe is sweet and spicy, but the star is the pickled carrots. They add the perfect kick that helps the shrimp and lettuce shine.",https://www.skinnytaste.com/lettuce-wraps/
Tropical Chia Pudding Breakfast Bowl (High Protein),Cals:305,5,https://www.skinnytaste.com/wp-content/uploads/2023/02/Tropical-Chia-Pudding-Breakfast-Bowl-9.jpg,"GF, HP, HF, MP, V","This no-cook, high-protein, Tropical Chia Pudding Breakfast Bowl is creamy and delicious, made with chia seeds, Greek yogurt, mango and kiwi.",https://www.skinnytaste.com/tropical-chia-pudding-breakfast-bowl-high-protein/
"Honey Sriracha Roasted Salmon Rice Bowls (GF, DF)",Cals:506,8,https://www.skinnytaste.com/wp-content/uploads/2023/02/Honey-Sriracha-Roasted-Salmon-Bowls-6.jpg,"DF, GF, HP, HF, Q","Honey and sriracha make a sweet and spicy glaze for bite-sized salmon pieces. Add rice and some veggies, and you have a complete meal in no time!",https://www.skinnytaste.com/salmon-rice-bowls/
Short Rib Soup (Instant Pot or Stove),Cals:206,8,https://www.skinnytaste.com/wp-content/uploads/2023/03/Short-Rib-Soup-6.jpg,"DF, FM, GF, HP, LC, PC",This Asian-inspired Short Rib Soup with mushrooms and Swiss chard is cozy and hits the spot when you’re craving a comforting soup.,https://www.skinnytaste.com/short-rib-soup-instant-pot-or-stove/
Honey-Mustard Air Fryer Pork Chops,Cals:241,2,https://www.skinnytaste.com/wp-content/uploads/2023/02/Air-Fryer-Honey-Mustard-Pork-Chops-8.jpg,"AF, DF, FM, GF","These crispy Honey-Mustard Air Fryer Pork Chops are marinated in honey mustard, breaded with panko, and air fried until golden.",https://www.skinnytaste.com/honey-mustard-air-fryer-pork-chops/
7 Day Healthy Meal Plan (March 6-12),,,https://www.skinnytaste.com/wp-content/uploads/2023/03/Week_371_Mar-6_Mar-12.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping list.All recipesinclude macros and WW points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-march-6-12/
"30-Minute Shrimp, Peas and Rice",Cals:346,9,https://www.skinnytaste.com/wp-content/uploads/2009/05/Shrimp-Peas-_-Rice-12.jpg,"GF, Q","This 30-minute Shrimp, Peas and Rice dish is a family favoritedinner! It’s quick to cook and requires no chopping, easy prep!!",https://www.skinnytaste.com/shrimp-peas-and-rice/
Wild Mushroom and Farro Soup,Cals:331,8,https://www.skinnytaste.com/wp-content/uploads/2023/02/Wild-Mushroom-_-Farro-Soup-3.jpg,"FM, HF, MP","You’ll love this hearty, healthy and filling wild mushroom and farro soup recipe that eats like a meal!",https://www.skinnytaste.com/wild-mushroom-and-farro-soup/
7 Day Healthy Meal Plan (Feb 27-March 5),,,https://www.skinnytaste.com/wp-content/uploads/2023/02/Week_370_Feb-27_Mar-5.jpg,,"A free 7-day, flexibleweight loss meal planincludingbreakfast,lunchanddinner ideasand a shopping list.All recipesinclude macros and WW points.",https://www.skinnytaste.com/7-day-healthy-meal-plan-feb-27-march-5/
